FundCode,FundName,Category,GroupCategory,FundHouse,WMC,Subscribe,Price,PriceDate,Currency,Risk,RetYTD(%),Ret1W(%),Ret1M(%),Ret3M(%),Ret6M(%),Ret1Y(%),Ret2Y(%),Ret3Y(%),Ret5Y(%),Yield(%),YieldDate,MgmtFee(%),ISIN,StarRating,BalancedRisk,BalancedRegion,BondType,BondRegion,EquityStyle
U45353,"滙豐集合投資信託 - 滙豐環球多元化實際回報基金AMFLX類 (港元 每月分派-現金派息)","美元平衡型股債混合","平衡型股債混合","滙豐環球投資管理 (香港) 有限公司",N,N,120.96,18-09-2026,港元,2,9.71,-0.21,-0.86,2.22,2.77,15.55,5.8,0,0,2.97,31-08-2026,1.25,HK0000886033,4,"平衡型","環球","","",""
U45572,"瑞銀（香港）美國增長及收益基金（美元） A類(港元)-8%-MDIST","美元平衡型股債混合","平衡型股債混合","瑞銀資產管理（香港）有限公司",Y,Y,107.466,18-09-2026,港元,3,5.72,-1.34,-1.66,-0.92,7.32,8.53,10.83,0,0,7.84,31-08-2026,1.45,HK0000891637,4,"平衡型","環球","","",""
U45737,"施羅德環球基金系列- 環球股債增長收息 A類股份 (港元對沖 每月收息單位-現金派息 MF)","美元平衡型股債混合","平衡型股債混合","施羅德投資管理(香港)有限公司",N,N,116.1745,18-09-2026,港元,3,11.45,-0.68,-1.9,-0.39,8.16,15.13,0,0,0,5.75,31-08-2026,1.25,LU3054686905,,"平衡型","環球","","",""
U45575,"瑞銀（香港）美國增長及收益基金（美元） A類 (美元)-8%-MDIST","美元平衡型股債混合","平衡型股債混合","瑞銀資產管理（香港）有限公司",Y,Y,107.382,18-09-2026,美元,3,4.87,-1.39,-1.69,-1.03,7.18,7.56,11.41,0,0,7.86,31-08-2026,1.45,HK0000891611,4,"平衡型","環球","","",""
U45367,"安聯環球智能城市收益基金AT 類累積股份 (美元)","美元平衡型股債混合","平衡型股債混合","安聯環球投資亞太有限公司",N,N,25.5974,18-09-2026,美元,4,22.87,-0.91,-3.01,-4.3,15.71,27.8,13.54,17.42,13.26,0,31-08-2026,1.9,LU1992135399,4,"平衡型","環球","","",""
U45552,"PIMCO GIS 收益增長基金 M類零售收息II股份 (美元 每月收息-現金派息)","美元平衡型股債混合","平衡型股債混合","PIMCO Asia Limited",N,Y,13.04,18-09-2026,美元,3,11.89,-0.38,-0.78,1.22,10.16,17.35,11.98,0,0,6.62,31-08-2026,1.6,IE000W1ABFV2,,"平衡型","環球","","",""
U45553,"PIMCO GIS 收益增長基金 M類零售收息II股份 (港元未對沖 每月收息-現金派息)","美元平衡型股債混合","平衡型股債混合","PIMCO Asia Limited",N,Y,13.09,18-09-2026,港元,3,12.75,-0.38,-0.78,1.3,10.2,18.28,11.48,0,0,6.59,31-08-2026,1.6,IE0004WJOWO1,,"平衡型","環球","","",""
U45738,"施羅德環球基金系列- 環球股債增長收息 A類股份 (美元 每月收息單位-現金派息 MF4)","美元平衡型股債混合","平衡型股債混合","施羅德投資管理(香港)有限公司",N,N,119.072,18-09-2026,美元,3,12.58,-0.67,-1.8,-0.07,8.98,16.59,0,0,0,5.72,31-08-2026,1.25,LU3054685683,,"平衡型","環球","","",""
U45613,"摩根全方位入息(美元)(資息月派-現金派息)","美元平衡型股債混合","平衡型股債混合","摩根資產管理",Y,Y,10.2,18-09-2026,美元,2,5.89,-0.49,-1.35,-0.67,4.66,8.45,0,0,0,8.18,31-08-2026,1.25,HK0001089942,,"平衡型","環球","","",""
U45614,"摩根全方位入息(港元)(資息月派-現金派息)","美元平衡型股債混合","平衡型股債混合","摩根資產管理",Y,Y,10.28,18-09-2026,港元,2,6.82,-0.39,-1.24,-0.56,4.86,9.51,0,0,0,8.15,31-08-2026,1.25,HK0001089959,,"平衡型","環球","","",""
U45643,"駿利亨德森平衡基金A6M類股份 (港元 每月入息-現金派息)","美元平衡型股債混合","平衡型股債混合","駿利亨德森投資",N,Y,10.38,18-09-2026,港元,3,3.75,-0.2,-1.89,-0.25,7.2,5.29,0,0,0,6.61,31-08-2026,1,IE00084WUPS6,,"平衡型","環球","","",""
U45642,"駿利亨德森平衡基金A6M類股份 (美元 每月入息-現金派息)","美元平衡型股債混合","平衡型股債混合","駿利亨德森投資",N,Y,11.37,18-09-2026,美元,3,2.89,-0.2,-1.83,-0.28,7.09,4.31,13.61,0,0,6.86,31-08-2026,1,IE0005OL40V9,3,"平衡型","環球","","",""
U45444,"恒生環球平穩增長基金A類單位 (美元 每月現金派息)","美元平衡型股債混合","平衡型股債混合","恒生投資管理有限公司",Y,Y,10.3787,18-09-2026,美元,2,4.05,-1.06,-1.45,-0.54,2.97,6,0.39,0,0,4.96,31-08-2026,1,HK0000971298,,"平衡型","環球","","",""
U45445,"恒生環球平穩增長基金A類單位 (港元 每月現金派息)","美元平衡型股債混合","平衡型股債混合","恒生投資管理有限公司",Y,Y,10.5343,18-09-2026,港元,2,4.9,-1.01,-1.44,-0.41,3.07,6.96,-0.42,0,0,4.94,31-08-2026,1,HK0000971306,,"平衡型","環球","","",""
U45447,"恒生環球均衡增長基金A類單位  (美元 每月現金派息)","美元平衡型股債混合","平衡型股債混合","恒生投資管理有限公司",Y,Y,13.1783,18-09-2026,美元,2,11.46,-0.84,-1.03,-1.78,11.83,15.31,8.86,0,0,3.46,31-08-2026,1,HK0000971322,,"平衡型","環球","","",""
U45448,"恒生環球均衡增長基金A類單位 (港元 每月現金派息)","美元平衡型股債混合","平衡型股債混合","恒生投資管理有限公司",Y,Y,12.4465,18-09-2026,港元,2,12.37,-0.8,-1.02,-1.66,11.94,16.34,1.67,0,0,3.44,31-08-2026,1,HK0000971330,,"平衡型","環球","","",""
U45161,"貝萊德全球基金  - 環球資產配置基金A2類股份 (港元對沖 累積)","美元平衡型股債混合","平衡型股債混合","貝萊德資產管理北亞有限公司",N,Y,22.08,18-09-2026,港元,3,4.45,-1.25,-2.04,-1.56,6,7.65,7.58,11.1,6.1,0,31-08-2026,1.5,LU0788109477,3,"平衡型","環球","","",""
U45218,"貝萊德全球基金-環球多元資產入息基金A6類股份(港元對沖  每月派息股份-現金派息)(每月投資計劃)","美元平衡型股債混合","平衡型股債混合","貝萊德資產管理北亞有限公司",N,Y,75.1,18-09-2026,港元,2,1.78,-0.84,-1.96,-0.85,2.12,3.4,4.95,8.49,5.62,6.69,31-08-2026,1.5,LU0784385170,2,"平衡型","環球","","",""
U45200,"霸菱環球均衡基金A類別 (美元) 累積","美元平衡型股債混合","平衡型股債混合","霸菱資產管理(亞洲)有限公司",N,N,50.57,18-09-2026,美元,3,11.05,-0.02,-1.15,-0.18,8.94,14.33,8.63,8.33,0,0,31-08-2026,1,IE0009HL3FB0,4,"平衡型","環球","","",""
U45275,"聯博 - 跨領域收益基金AD類股份 (港元 每月派息-現金派息)","美元平衡型股債混合","平衡型股債混合","聯博香港有限公司",N,N,61.18,18-09-2026,港元,2,5.25,-0.13,-1.42,-0.45,4.97,7.55,9.13,13.05,7.24,8.25,31-08-2026,1.5,LU1127390414,3,"平衡型","環球","","",""
U45253,"滙豐組合 – 環球智選2 AM類 (港元 每月分派-現金派息)","美元平衡型股債混合","平衡型股債混合","滙豐環球投資管理 (香港) 有限公司",N,Y,11.16,18-09-2026,港元,2,4.87,-0.48,-0.88,-0.62,3.2,7.73,5.62,9.92,5.52,2.91,31-08-2026,1,LU1066048270,2,"平衡型","環球","","",""
U45131,"高盛全球多元資產收益投資組合(基準貨幣類股份 美元 總收益每月分派-現金派息)","美元平衡型股債混合","平衡型股債混合","高盛資產管理（香港）有限公司",N,N,93.88,18-09-2026,美元,2,3.25,-0.6,-1.52,-0.66,2.93,6.64,7.91,12.42,9.91,6.32,31-08-2026,1.25,LU1038298870,3,"平衡型","環球","","",""
U45132,"高盛全球多元資產收益投資組合(其他貨幣類股份 港元 總收益每月分派-現金派息)","美元平衡型股債混合","平衡型股債混合","高盛資產管理（香港）有限公司",N,N,96.32,18-09-2026,港元,2,4.05,-0.57,-1.49,-0.56,3.06,7.56,7.23,12.67,10.48,6.24,31-08-2026,1.25,LU2011196776,3,"平衡型","環球","","",""
U45104,"富蘭克林入息基金A類 (港元 每月分派-現金派息)","美元平衡型股債混合","平衡型股債混合","富蘭克林鄧普頓投資",N,Y,8.89,18-09-2026,港元,2,7.11,-0.56,-1.21,1.26,4.15,10.21,5.49,7.11,14.53,7.98,31-08-2026,1.35,LU1929549753,3,"平衡型","環球","","",""
U44699,"安聯收益及增長基金AM類收息股份 (港元 每月派息-現金派息) (每月投資計劃)","美元平衡型股債混合","平衡型股債混合","安聯環球投資亞太有限公司",N,Y,8.1163,18-09-2026,港元,3,5.85,-0.63,-2,-3.12,5.49,7.97,9.31,17.43,12.37,7.74,31-08-2026,1.5,LU0820561909,4,"平衡型","環球","","",""
U45217,"高盛全球多元資產收益投資組合(其他貨幣類股份 港元 總收益每月分派-現金派息)(每月投資計劃)","美元平衡型股債混合","平衡型股債混合","高盛資產管理（香港）有限公司",N,Y,96.32,18-09-2026,港元,2,4.05,-0.57,-1.49,-0.56,3.06,7.56,7.23,12.67,10.48,6.24,31-08-2026,1.25,LU2011196776,3,"平衡型","環球","","",""
U44317,"貝萊德全球基金 - ESG多元資產基金A2類股份 (美元對沖)","美元平衡型股債混合","平衡型股債混合","貝萊德資產管理北亞有限公司",N,N,66.23,18-09-2026,美元,3,8.45,-0.18,-1.33,-0.72,7.55,13.62,8.38,7.54,15.74,0,31-08-2026,1.5,LU0494093205,4,"平衡型","環球","","",""
U44546,"安聯收益及增長基金AM類收息股份 (美元 每月派息-現金派息)","美元平衡型股債混合","平衡型股債混合","安聯環球投資亞太有限公司",N,Y,8.4054,18-09-2026,美元,3,5.02,-0.66,-2.01,-3.21,5.41,7.04,9.94,17.32,11.66,7.75,31-08-2026,1.5,LU0820561818,4,"平衡型","環球","","",""
U44547,"安聯收益及增長基金AM類收息股份 (港元 每月派息-現金派息)","美元平衡型股債混合","平衡型股債混合","安聯環球投資亞太有限公司",N,Y,8.1163,18-09-2026,港元,3,5.85,-0.63,-2,-3.12,5.49,7.97,9.31,17.43,12.37,7.74,31-08-2026,1.5,LU0820561909,4,"平衡型","環球","","",""
U44493,"施羅德環球基金系列-環球股債收息 A類別 MF (美元 每月收息單位-現金派息)","美元保守型股債混合","保守型股債混合","施羅德投資管理(香港)有限公司",N,N,81.1825,18-09-2026,美元,2,5.42,-0.53,-1.07,1.26,5.31,8.44,5.48,11.54,4.56,6.38,31-08-2026,1.25,LU0757359954,4,"保守型","環球","","",""
U44494,"施羅德環球基金系列-環球股債收息 A類別 MF (港元 每月收息單位-現金派息)","美元保守型股債混合","保守型股債混合","施羅德投資管理(香港)有限公司",N,N,617.5598,18-09-2026,港元,2,6.25,-0.5,-1.06,1.36,5.42,9.38,4.86,11.74,5.18,6.36,31-08-2026,1.25,LU0894486033,4,"保守型","環球","","",""
U44858,"晉達環球策略基金 - 環球入息導向基金A類別 (港元 收益-3股份 每月派息-現金派息)","美元保守型股債混合","保守型股債混合","晉達資產管理香港有限公司",N,Y,84.96,18-09-2026,港元,2,2.94,-0.04,-0.5,0.03,2.12,4.24,2.83,6.14,1.1,5.23,31-08-2026,1.15,LU1410565656,3,"保守型","環球","","",""
U44857,"晉達環球策略基金 - 環球入息導向基金A類別 (美元 收益-3股份 每月派息-現金派息)","美元保守型股債混合","保守型股債混合","晉達資產管理香港有限公司",N,Y,16.81,18-09-2026,美元,2,2.17,-0.06,-0.5,-0.04,2.06,3.39,3.39,6.02,0.54,5.27,31-08-2026,1.15,LU1410565573,3,"保守型","環球","","",""
U44779,"東方匯理香港組合 - 靈活配置平穩基金普通類別美元 - 分派 (現金派息)","美元保守型股債混合","保守型股債混合","東方匯理資產管理香港有限公司",N,N,7.78,18-09-2026,美元,2,1.39,-0.51,-1.49,-2.16,1.56,2.64,2.05,5.01,-1.88,4.9,31-08-2026,1.2,HK0000200565,2,"保守型","環球","","",""
U44780,"東方匯理香港組合 - 靈活配置平穩基金普通類別港元 - 分派 (現金派息)","美元保守型股債混合","保守型股債混合","東方匯理資產管理香港有限公司",Y,Y,8.14,18-09-2026,港元,2,2.23,-0.37,-1.4,-2.02,1.73,3.61,1.52,4.99,-1.32,4.89,31-08-2026,1.2,HK0000291861,1,"保守型","環球","","",""
U44860,"摩根全方位均衡(美元)(每月派息-現金派息)","美元保守型股債混合","保守型股債混合","摩根資產管理",Y,Y,9.42,18-09-2026,美元,2,1.74,-0.32,-1.3,-1.48,1.52,3.81,5.43,7.08,3.6,5.79,31-08-2026,1.25,HK0000312832,3,"保守型","環球","","",""
U44861,"摩根全方位均衡(港元)(每月派息-現金派息)","美元保守型股債混合","保守型股債混合","摩根資產管理",Y,Y,9.52,18-09-2026,港元,2,2.49,-0.21,-1.28,-1.35,1.64,4.69,4.97,7.06,4.17,5.76,31-08-2026,1.25,HK0000312840,3,"保守型","環球","","",""
U44722,"景順泛歐洲收益策略基金 A(每月派息 -1 股份)(美元對沖) - 現金派息","美元保守型股債混合","保守型股債混合","景順投資管理有限公司",N,Y,9.08,18-09-2026,美元,3,4.24,0.11,-0.89,0.04,3.88,7.17,6.88,11.82,5.83,7.54,31-08-2026,1.25,LU1097692237,5,"保守型","環球","","",""
U50005,"滙豐集合投資信託 - 滙豐環球可持續多元資產入息基金AM2類 (港元 每月分派-現金派息)","美元保守型股債混合","保守型股債混合","滙豐環球投資管理 (香港) 有限公司",Y,Y,9.574,18-09-2026,港元,2,4.55,-0.43,-1.14,-0.71,4.99,5.97,4.04,12.1,0,3.93,31-08-2026,1.25,HK0000748035,3,"保守型","環球","","",""
U45312,"滙豐集合投資信託-滙豐環球可持續多元資產入息基金AM2類(港元 每月分派現金派息) (每月投資計劃)","美元保守型股債混合","保守型股債混合","滙豐環球投資管理 (香港) 有限公司",N,Y,9.574,18-09-2026,港元,2,4.55,-0.43,-1.14,-0.71,4.99,5.97,4.04,12.1,0,3.93,31-08-2026,1.25,HK0000748035,3,"保守型","環球","","",""
U45289,"滙豐組合 - 環球智選1 AM類 (港元 每月分派-現金派息)","美元保守型股債混合","保守型股債混合","滙豐環球投資管理 (香港) 有限公司",N,Y,9.478,18-09-2026,港元,2,2.43,-0.2,-0.65,-0.82,1.01,4.34,3.51,6.71,1.71,3.45,31-08-2026,1,LU1066047389,2,"保守型","環球","","",""
U50004,"滙豐集合投資信託 - 滙豐環球可持續多元資產入息基金AM2類 (美元 每月分派-現金派息)","美元保守型股債混合","保守型股債混合","滙豐環球投資管理 (香港) 有限公司",Y,Y,9.506,18-09-2026,美元,2,3.69,-0.47,-1.19,-0.82,4.82,5.08,4.61,12,0,3.94,31-08-2026,1.25,HK0000748027,3,"保守型","環球","","",""
U45057,"滙豐環球投資基金 - 美國聚焦入息 AM2類（港元 每月分派-現金派息）","美元保守型股債混合","保守型股債混合","滙豐環球投資管理 (香港) 有限公司",N,Y,11.168,18-09-2026,港元,3,6.66,-0.2,-1.16,0.81,6.92,9.31,11.98,13.9,17.5,4.49,31-08-2026,1.25,LU2083900667,5,"保守型","環球","","",""
U40317,"滙豐穩健管理基金A類 (港元)","美元保守型股債混合","保守型股債混合","滙豐環球投資管理 (香港) 有限公司",N,N,16.1,18-09-2026,港元,2,1.71,-0.43,-1.23,-2.07,0.69,2.61,0.9,3.52,-2.92,0,31-08-2026,1.5,HK0000434289,1,"保守型","環球","","",""
U45056,"滙豐環球投資基金 – 美國聚焦入息 AM2類（美元 每月分派-現金派息）","美元保守型股債混合","保守型股債混合","滙豐環球投資管理 (香港) 有限公司",N,Y,11.059,18-09-2026,美元,2,5.78,-0.25,-1.2,0.69,6.78,8.33,12.63,13.62,16.81,4.51,31-08-2026,1.25,LU2083900584,5,"保守型","環球","","",""
U42474,"施羅德資本平穩基金C類股份 (美元 累積單位)","美元保守型股債混合","保守型股債混合","施羅德投資管理(香港)有限公司",N,N,4.11,18-09-2026,美元,2,3.01,-0.48,-1.67,-1.44,2.24,4.05,4.07,5.2,-0.26,0,31-08-2026,0.625,HK0000213535,3,"保守型","環球","","",""
U43813,"滙豐穩健管理基金A類 (港元) (每月投資計劃)","美元保守型股債混合","保守型股債混合","滙豐環球投資管理 (香港) 有限公司",N,N,16.1,18-09-2026,港元,2,1.71,-0.43,-1.23,-2.07,0.69,2.61,0.9,3.52,-2.92,0,31-08-2026,1.5,HK0000434289,1,"保守型","環球","","",""
U42970,"富達基金- 環球多元機遇基金 - A類別股份 - 美元","歐元靈活型股債混合 - 環球","靈活型股債混合 - 環球","富達基金(香港)有限公司",N,N,18.8,18-09-2026,美元,3,0.33,-1.36,-2.84,0.01,4.86,1.67,2.19,6.87,2.19,1.33,31-08-2026,1.25,LU0138981039,2,"靈活型","環球","","","靈活型"
U45781,"宏利環球基金 - 環球多元資產入息基金F類股份 (英鎊對沖 每月派息 (G)-現金派息)","英鎊靈活型股債混合","靈活型股債混合","宏利資產管理(香港)有限公司",N,Y,9.7635,18-09-2026,英鎊,4,3.96,-0.66,-1.1,0.79,5,0,0,0,0,0,,1.5,LU3146861011,,"靈活型","環球","","","靈活型"
U45663,"宏利環球基金 - 環球多元資產入息基金AA類股份 (英鎊對沖 每月派息 (G)-現金派息)","英鎊靈活型股債混合","靈活型股債混合","宏利資產管理(香港)有限公司",N,N,0.9907,18-09-2026,英鎊,4,4.03,-0.65,-1.09,0.84,5.09,5.79,10.7,11.4,9.26,8.44,31-08-2026,1.5,LU2100725782,3,"靈活型","環球","","","靈活型"
U44809,"聯博 - 新興市場股債基金AD類股份 (港元 每月派息-現金派息)","環球新興市場股債混合","環球新興市場股債混合","聯博香港有限公司",N,Y,115.7,18-09-2026,港元,4,21.24,-0.8,1.99,-3.02,12.58,25.63,12.96,15.76,-0.78,5.02,31-08-2026,1.6,LU0683595622,4,"平衡型","新興市場","","",""
U44808,"聯博 - 新興市場股債基金AD類股份 (美元 每月派息-現金派息)","環球新興市場股債混合","環球新興市場股債混合","聯博香港有限公司",N,Y,14.75,18-09-2026,美元,4,20.29,-0.87,1.96,-3.1,12.46,24.51,13.58,15.69,-1.38,5.02,31-08-2026,1.6,LU0633140727,4,"平衡型","新興市場","","",""
U44898,"滙豐環球投資基金－環球新興市場多元資產入息AM2類 (美元 每月分派-現金派息)","環球新興市場股債混合","環球新興市場股債混合","滙豐環球投資管理 (香港) 有限公司",N,Y,7.482,18-09-2026,美元,3,6.18,-0.55,0.04,-0.58,4.5,9.09,0.94,9.51,-5.51,5.73,31-08-2026,1.35,LU1711226354,2,"平衡型","新興市場","","",""
U44899,"滙豐環球投資基金－環球新興市場多元資產入息AM2類 (港元 每月分派-現金派息)","環球新興市場股債混合","環球新興市場股債混合","滙豐環球投資管理 (香港) 有限公司",N,Y,7.509,18-09-2026,港元,3,7.06,-0.49,0.07,-0.47,4.63,10.07,0.29,9.78,-4.92,5.71,31-08-2026,1.35,LU1711226867,2,"平衡型","新興市場","","",""
U45220,"聯博 - 新興市場股債基金AD類股份 (港元 每月派息-現金派息)  (每月投資計劃)","環球新興市場股債混合","環球新興市場股債混合","聯博香港有限公司",N,Y,115.7,18-09-2026,港元,4,21.24,-0.8,1.99,-3.02,12.58,25.63,12.96,15.76,-0.78,5.02,31-08-2026,1.6,LU0683595622,4,"平衡型","新興市場","","",""
U45068,"鄧普頓新興市場動力入息基金A類 (港元 每月分派-現金派息)","環球新興市場股債混合","環球新興市場股債混合","富蘭克林鄧普頓投資",N,N,9.55,18-09-2026,港元,3,18.93,-0.73,1.21,-1.61,13.01,25.72,3.23,12.85,-5.17,5.11,31-08-2026,1.5,LU1733274473,5,"平衡型","新興市場","","",""
U45067,"鄧普頓新興市場動力入息基金A類 (美元 每月分派-現金派息)","環球新興市場股債混合","環球新興市場股債混合","富蘭克林鄧普頓投資",N,N,9.55,18-09-2026,美元,3,17.95,-0.83,1.11,-1.72,12.88,24.48,3.98,12.62,-5.74,5.13,31-08-2026,1.5,LU1733274390,5,"平衡型","新興市場","","",""
U45786,"普徠仕(盧森堡)系列 – 環球多元資產收益基金A8PN類 (英鎊對沖 每月派息-現金派息)","美元靈活型股債混合","靈活型股債混合","普徠仕香港有限公司",N,Y,9.85,18-09-2026,英鎊,2,4.82,-0.83,-1.16,-0.1,6.11,0,0,0,0,0,,1.2,LU3231915813,,"靈活型","環球","","","靈活型"
